case,attack,jitter_z
case118,branch1_out,0.910268926720696
case118,branch1_out,1.5733408948707155
case118,branch1_out,0.9251289290628778
case118,branch1_out,3.14306888339496
case118,branch1_out,1.876647501151833
case118,branch1_out,3.196809112733748
case118,branch1_out,5.546510408724531
case118,branch1_out,3.103746105108994
case118,branch1_out,4.303783764062764
case118,branch1_out,3.715147795891378
case118,branch1_out,3.116287583891914
case118,branch1_out,3.335834792410953
case118,branch1_out,2.2662738778582416
case118,branch1_out,7.492498148116939
case118,branch1_out,1.7677312027336796
case118,branch2_out,6.366985937985751
case118,branch2_out,3.440665203895044
case118,branch2_out,2.4685405394875177
case118,branch2_out,6.579135380430221
case118,branch2_out,2.47909445752287
case118,branch2_out,3.750892750754879
case118,branch2_out,4.609604688056374
case118,branch2_out,7.580014535362912
case118,branch2_out,2.5627509455535376
case118,branch2_out,4.090724493740242
case118,branch2_out,2.48508611008792
case118,branch2_out,6.2472289916655415
case118,branch2_out,1.828484913544779
case118,branch2_out,5.4364941860670735
case118,branch2_out,3.5392465202755115
case118,branch2_out,5.505371233866377
case118,branch2_out,1.464844594830226
case118,branch2_out,1.011716713484013
case118,branch2_out,3.4056967108631704
case118,branch2_out,3.445675155920004
case118,branch2_out,3.776277734657686
case118,branch2_out,2.9969662005123143
case118,branch2_out,2.5596913397109278
case118,branch2_out,1.1539548561499375
case118,branch2_out,3.611916287493854
case118,branch2_out,0.952910186222128
case118,branch2_out,3.855199039887649
case118,branch2_out,3.1651155743259687
case118,branch2_out,2.520011756882436
case118,branch2_out,1.5611951210474202
case118,branch2_out,1.4184911110979015
case118,branch2_out,2.7671287303884147
case118,branch2_out,1.0004997262638
case118,branch2_out,2.5348801112914083
case118,branch2_out,5.060033756211181
case118,branch2_out,8.027500748002305
case118,branch2_out,2.0278937303982323
case118,branch2_out,3.1508886915914114
case118,branch2_out,2.575971118155655
case118,branch2_out,7.985082915823989
case118,branch2_out,7.840037783821166
case118,branch2_out,1.2760310538724975
case118,branch2_out,3.3511288532869705
case118,branch2_out,3.259530616133908
case118,branch2_out,2.482114325178676
case118,branch2_out,1.2956752816048465
case118,branch2_out,4.344236825538004
case118,branch2_out,1.5155821408189547
case118,branch2_out,1.3306891861027117
case118,branch2_out,2.9562978373508413
case118,branch2_out,8.003649675084185
case118,branch2_out,3.58472477132982
case118,branch2_out,7.170076721683269
case118,branch2_out,7.158060265793935
case118,branch2_out,1.045836921230963
case118,branch2_out,2.569164705873584
case118,branch2_out,6.823003969199082
case118,branch2_out,2.649012616865485
case118,branch2_out,2.08884138225976
case118,branch2_out,8.314628345284254
case118,branch3_out,2.2910522667307367
case118,branch3_out,8.360227354815404
case118,branch3_out,2.654165653423356
case118,branch3_out,3.0722697765420834
case118,branch3_out,1.7919017265902584
case118,branch3_out,0.8854952896790672
case118,branch3_out,4.465892580223676
case118,branch3_out,2.812759853113082
case118,branch3_out,1.1462903592370086
case118,branch3_out,2.8061271023303584
case118,branch3_out,1.4505338644984356
case118,branch3_out,1.720346832735067
case118,branch3_out,7.106913190240554
case118,branch3_out,3.4709519791967423
case118,branch3_out,2.5735655397612667
case118,branch3_out,1.3390471504293977
case118,branch3_out,4.143221975784515
case118,branch3_out,3.206297962368827
case118,branch3_out,8.22649454452849
case118,branch3_out,1.2121759449646825
case118,branch3_out,2.541190952286148
case118,branch3_out,2.987122240175301
case118,branch3_out,1.8988744917114615
case118,branch3_out,3.317415595194788
case118,branch3_out,6.570774342886209
case118,branch3_out,2.323381784704865
case118,branch3_out,1.4181921561293374
case118,branch3_out,5.564178402165949
case118,branch3_out,2.288817921458874
case118,branch3_out,3.1199626049545954
case118,branch3_out,1.1429788994813377
case118,branch3_out,1.058354043464515
case118,branch3_out,2.758929133449532
case118,branch3_out,1.8262989368884968
case118,branch3_out,3.4791655161176114
case118,branch3_out,1.771409651377375
case118,branch3_out,0.818818382100204
case118,branch3_out,2.378892187793686
case118,branch3_out,1.9528964398259567
case118,branch3_out,3.032273306812244
case118,branch3_out,6.941820102980286
case118,branch3_out,1.9618741237530155
case118,branch3_out,3.3107592752922907
case118,branch3_out,8.277812053776861
case118,branch3_out,1.3457553561906417
case118,branch3_out,6.885410704404879
case118,branch3_out,1.3546536165668766
case118,branch3_out,2.0681138522394678
case118,branch3_out,1.0469572511854648
case118,branch3_out,4.551015088854095
case118,branch3_out,1.8613886691544383
case118,branch3_out,2.923599495506146
case118,branch3_out,1.7935891502426644
case118,branch3_out,2.393683457877071
case118,branch3_out,7.170022201914379
case118,branch3_out,5.06633192018114
case118,branch3_out,3.77242728976662
case118,branch3_out,1.2097475723107345
case118,branch3_out,2.821530723625786
case118,branch3_out,2.6794365561565336
