time,attack,kalman_residual,cusum_score,jitter_z,kalman_detected,cusum_detected,jitter_detected,consensus,consensus_confidence,disagreement_score,delta_v,latency
83,load_shift,0.03333,0.330081,4.231464,1,1,1,1,1.0,0.0,0.026657,0.383468
84,load_shift,0.032875,0.342957,3.69761,1,1,1,1,1.0,0.0,0.028449,0.37649
85,load_shift,0.030826,0.353783,4.663316,1,1,1,1,1.0,0.0,0.027064,0.360131
86,load_shift,0.031195,0.364978,4.241816,1,1,1,1,1.0,0.0,0.02528,0.314071
87,load_shift,0.034028,0.379006,3.994473,1,1,1,1,1.0,0.0,0.025599,0.29358
88,load_shift,0.03086,0.389866,3.882373,1,1,1,1,1.0,0.0,0.030975,0.389385
89,load_shift,0.030968,0.400833,5.188353,1,1,1,1,1.0,0.0,0.029764,0.350255
90,load_shift,0.028433,0.409266,5.256375,1,1,1,1,1.0,0.0,0.02513,0.311547
91,load_shift,0.033897,0.423164,5.363004,1,1,1,1,1.0,0.0,0.030787,0.378735
92,load_shift,0.033438,0.436601,4.862332,1,1,1,1,1.0,0.0,0.029645,0.371163
93,load_shift,0.032884,0.449485,4.596274,1,1,1,1,1.0,0.0,0.026728,0.355216
94,load_shift,0.03037,0.459854,4.638308,1,1,1,1,1.0,0.0,0.026368,0.331438
95,load_shift,0.033361,0.473215,5.214474,1,1,1,1,1.0,0.0,0.030291,0.31834
96,load_shift,0.031788,0.485004,5.111088,1,1,1,1,1.0,0.0,0.026599,0.359625
97,load_shift,0.03428,0.499283,4.497443,1,1,1,1,1.0,0.0,0.028883,0.327252
98,load_shift,0.032734,0.512017,5.002833,1,1,1,1,1.0,0.0,0.025596,0.381396
99,load_shift,0.033789,0.525806,5.138826,1,1,1,1,1.0,0.0,0.029339,0.410015
0,voltage_drift,0.020188,0.000188,0.849708,0,0,0,0,0.0,0.0,0.020245,0.316299
1,voltage_drift,0.020073,0.000261,1.014207,0,0,0,0,0.0,0.0,0.018596,0.280113
2,voltage_drift,0.017896,0.0,1.612352,0,0,0,0,0.0,0.0,0.017512,0.279213
3,voltage_drift,0.018922,0.0,1.313224,0,0,0,0,0.0,0.0,0.01941,0.337432
4,voltage_drift,0.01899,0.0,1.097648,0,0,0,0,0.0,0.0,0.018329,0.364354
5,voltage_drift,0.018219,0.0,1.108437,0,0,0,0,0.0,0.0,0.021268,0.312414
6,voltage_drift,0.019722,0.0,0.954563,0,0,0,0,0.0,0.0,0.020088,0.29559
7,voltage_drift,0.021446,0.001446,1.773683,0,0,0,0,0.0,0.0,0.018885,0.258906
8,voltage_drift,0.019868,0.001313,1.902898,0,0,0,0,0.0,0.0,0.018393,0.349174
9,voltage_drift,0.022517,0.00383,0.806244,0,0,0,0,0.0,0.0,0.021138,0.348852
10,voltage_drift,0.019431,0.003261,0.928747,0,0,0,0,0.0,0.0,0.018837,0.269557
11,voltage_drift,0.019026,0.002287,0.571621,0,0,0,0,0.0,0.0,0.020068,0.276901
12,voltage_drift,0.020351,0.002638,0.455437,0,0,0,0,0.0,0.0,0.020662,0.325006
13,voltage_drift,0.017009,0.0,1.13092,0,0,0,0,0.0,0.0,0.022455,0.263711
14,voltage_drift,0.022509,0.002509,1.146657,0,0,0,0,0.0,0.0,0.01859,0.298327
15,voltage_drift,0.020837,0.003346,1.026602,0,0,0,0,0.0,0.0,0.021078,0.27238
16,voltage_drift,0.020254,0.0036,0.5052,0,0,0,0,0.0,0.0,0.019778,0.272883
17,voltage_drift,0.018897,0.002497,1.432633,0,0,0,0,0.0,0.0,0.022183,0.318274
18,voltage_drift,0.018362,0.000859,0.889257,0,0,0,0,0.0,0.0,0.022426,0.304252
19,voltage_drift,0.023479,0.004338,1.137661,0,0,0,0,0.0,0.0,0.020384,0.290727
20,voltage_drift,0.0202,0.004538,0.946636,0,0,0,0,0.0,0.0,0.021416,0.328701
21,voltage_drift,0.018821,0.003359,0.534068,0,0,0,0,0.0,0.0,0.016328,0.31524
22,voltage_drift,0.018345,0.001704,0.246488,0,0,0,0,0.0,0.0,0.020777,0.37479
23,voltage_drift,0.019991,0.001695,1.293472,0,0,0,0,0.0,0.0,0.020164,0.297033
24,voltage_drift,0.021379,0.003073,0.898404,0,0,0,0,0.0,0.0,0.020535,0.309651
25,voltage_drift,0.018998,0.002071,1.347215,0,0,0,0,0.0,0.0,0.01965,0.277328
26,voltage_drift,0.020805,0.002876,0.685536,0,0,0,0,0.0,0.0,0.020056,0.299726
27,voltage_drift,0.021629,0.004505,1.166144,0,0,0,0,0.0,0.0,0.01995,0.324533
28,voltage_drift,0.022085,0.00659,1.195234,0,0,0,0,0.0,0.0,0.020021,0.260645
29,voltage_drift,0.018402,0.004993,0.893171,0,0,0,0,0.0,0.0,0.018781,0.294391
30,voltage_drift,0.020085,0.005077,1.185392,0,0,0,0,0.0,0.0,0.019859,0.314595
31,voltage_drift,0.020097,0.005174,0.308587,0,0,0,0,0.0,0.0,0.018121,0.295677
32,voltage_drift,0.018185,0.00336,1.209975,0,0,0,0,0.0,0.0,0.023062,0.336563
33,voltage_drift,0.01968,0.003039,1.521754,0,0,0,0,0.0,0.0,0.020297,0.289887
34,voltage_drift,0.01908,0.002119,0.894136,0,0,0,0,0.0,0.0,0.019224,0.305112
35,voltage_drift,0.020241,0.00236,1.001066,0,0,0,0,0.0,0.0,0.020874,0.335719
36,voltage_drift,0.021424,0.003785,0.480286,0,0,0,0,0.0,0.0,0.014892,0.32803
37,voltage_drift,0.01795,0.001734,0.921332,0,0,0,0,0.0,0.0,0.01766,0.245941
38,voltage_drift,0.020812,0.002546,1.265704,0,0,0,0,0.0,0.0,0.018847,0.222269
39,voltage_drift,0.019181,0.001727,1.137131,0,0,0,0,0.0,0.0,0.017042,0.305501
40,voltage_drift,0.019977,0.001704,1.202752,0,0,0,0,0.0,0.0,0.020239,0.270808
41,voltage_drift,0.021795,0.003499,0.944515,0,0,0,0,0.0,0.0,0.019945,0.272002
42,voltage_drift,0.019335,0.002834,0.690319,0,0,0,0,0.0,0.0,0.019654,0.351351
43,voltage_drift,0.017942,0.000776,0.435254,0,0,0,0,0.0,0.0,0.022942,0.29372
44,voltage_drift,0.018996,0.0,1.363967,0,0,0,0,0.0,0.0,0.018789,0.35478
45,voltage_drift,0.021017,0.001017,0.829231,0,0,0,0,0.0,0.0,0.024315,0.281829
46,voltage_drift,0.025295,0.006312,2.159298,0,0,0,0,0.0,0.0,0.025713,0.367754
47,voltage_drift,0.024412,0.010723,1.845395,0,0,0,0,0.0,0.0,0.024138,0.301487
48,voltage_drift,0.027566,0.018289,2.211424,0,0,0,0,0.0,0.0,0.022597,0.328268
49,voltage_drift,0.022707,0.020996,1.878117,0,0,0,0,0.0,0.0,0.025837,0.30393
50,voltage_drift,0.023339,0.024334,2.460556,0,0,0,0,0.0,0.0,0.025917,0.346114
51,voltage_drift,0.026585,0.030919,2.062394,0,0,0,0,0.0,0.0,0.020811,0.370495
52,voltage_drift,0.024789,0.035708,2.294027,0,0,0,0,0.0,0.0,0.02642,0.343051
53,voltage_drift,0.026138,0.041846,3.194114,0,0,1,0,0.333333,0.666667,0.022586,0.355108
54,voltage_drift,0.025722,0.047568,2.584916,0,0,0,0,0.0,0.0,0.027039,0.343417
55,voltage_drift,0.026626,0.054194,2.920832,0,0,0,0,0.0,0.0,0.023361,0.303915
56,voltage_drift,0.024433,0.058627,1.911775,0,0,0,0,0.0,0.0,0.028312,0.296904
57,voltage_drift,0.02585,0.064477,2.557661,0,0,0,0,0.0,0.0,0.024924,0.355381
58,voltage_drift,0.027654,0.072131,2.505014,0,0,0,0,0.0,0.0,0.024084,0.340296
59,voltage_drift,0.026172,0.078303,3.326207,0,0,1,0,0.333333,0.666667,0.025509,0.354774
60,voltage_drift,0.027722,0.086025,3.228898,0,1,1,1,0.666667,0.333333,0.024998,0.294731
61,voltage_drift,0.027509,0.093534,2.644752,0,1,0,0,0.333333,0.666667,0.023688,0.352136
62,voltage_drift,0.028948,0.102482,2.934718,1,1,0,1,0.666667,0.333333,0.025472,0.386521
63,voltage_drift,0.027634,0.110116,3.892407,0,1,1,1,0.666667,0.333333,0.026095,0.283541
64,voltage_drift,0.028585,0.1187,3.169769,1,1,1,1,1.0,0.0,0.027652,0.357468
65,voltage_drift,0.027429,0.126129,2.662405,0,1,0,0,0.333333,0.666667,0.024764,0.312666
66,voltage_drift,0.026947,0.133076,3.351457,0,1,1,1,0.666667,0.333333,0.028631,0.350931
67,voltage_drift,0.026206,0.139283,3.355611,0,1,1,1,0.666667,0.333333,0.027793,0.321707
68,voltage_drift,0.027981,0.147263,3.259686,0,1,1,1,0.666667,0.333333,0.023939,0.360358
69,voltage_drift,0.028182,0.155446,3.455927,1,1,1,1,1.0,0.0,0.023843,0.328694
70,voltage_drift,0.029629,0.165075,3.233145,1,1,1,1,1.0,0.0,0.029181,0.330738
71,voltage_drift,0.029064,0.174139,3.744589,1,1,1,1,1.0,0.0,0.023,0.290812
72,voltage_drift,0.026621,0.18076,3.914632,0,1,1,1,0.666667,0.333333,0.024842,0.421291
73,voltage_drift,0.028245,0.189004,3.591866,1,1,1,1,1.0,0.0,0.029139,0.405637
74,voltage_drift,0.032365,0.201369,4.004746,1,1,1,1,1.0,0.0,0.028212,0.364139
75,voltage_drift,0.030622,0.211991,3.443449,1,1,1,1,1.0,0.0,0.024636,0.347171
76,voltage_drift,0.029381,0.221372,3.532279,1,1,1,1,1.0,0.0,0.027775,0.376841
77,voltage_drift,0.029951,0.231323,4.26259,1,1,1,1,1.0,0.0,0.024208,0.343281
78,voltage_drift,0.028925,0.240248,3.146712,1,1,1,1,1.0,0.0,0.026435,0.346348
79,voltage_drift,0.032452,0.2527,4.07533,1,1,1,1,1.0,0.0,0.024661,0.406532
80,voltage_drift,0.032195,0.264895,4.112825,1,1,1,1,1.0,0.0,0.026365,0.323035
81,voltage_drift,0.029987,0.274882,4.344698,1,1,1,1,1.0,0.0,0.030696,0.399025
82,voltage_drift,0.029994,0.284876,3.626316,1,1,1,1,1.0,0.0,0.027318,0.300583
83,voltage_drift,0.031394,0.29627,4.021066,1,1,1,1,1.0,0.0,0.026213,0.306704
84,voltage_drift,0.031861,0.308131,3.940827,1,1,1,1,1.0,0.0,0.024915,0.269287
85,voltage_drift,0.031231,0.319363,4.802106,1,1,1,1,1.0,0.0,0.030686,0.342651
86,voltage_drift,0.030551,0.329914,4.400435,1,1,1,1,1.0,0.0,0.025476,0.366326
87,voltage_drift,0.032785,0.342699,4.720336,1,1,1,1,1.0,0.0,0.027382,0.352072
88,voltage_drift,0.030501,0.353201,4.056046,1,1,1,1,1.0,0.0,0.027238,0.370112
89,voltage_drift,0.03337,0.366571,4.118887,1,1,1,1,1.0,0.0,0.030785,0.351866
90,voltage_drift,0.03215,0.378721,4.193021,1,1,1,1,1.0,0.0,0.023061,0.38743
91,voltage_drift,0.033469,0.39219,4.410626,1,1,1,1,1.0,0.0,0.028152,0.377296
92,voltage_drift,0.030202,0.402391,4.378468,1,1,1,1,1.0,0.0,0.029716,0.325099
93,voltage_drift,0.033168,0.415559,4.143378,1,1,1,1,1.0,0.0,0.029169,0.362567
94,voltage_drift,0.030486,0.426045,5.080386,1,1,1,1,1.0,0.0,0.026876,0.340238
95,voltage_drift,0.033392,0.439437,5.129296,1,1,1,1,1.0,0.0,0.026423,0.367305
96,voltage_drift,0.033916,0.453353,5.024405,1,1,1,1,1.0,0.0,0.028917,0.355353
97,voltage_drift,0.032213,0.465566,4.866514,1,1,1,1,1.0,0.0,0.026528,0.279632
98,voltage_drift,0.034291,0.479857,5.207286,1,1,1,1,1.0,0.0,0.024056,0.33789
99,voltage_drift,0.034747,0.494604,5.665578,1,1,1,1,1.0,0.0,0.028932,0.347251
0,resistance_shift,0.019726,0.0,1.481207,0,0,0,0,0.0,0.0,0.018708,0.276024
1,resistance_shift,0.019276,0.0,0.666335,0,0,0,0,0.0,0.0,0.020245,0.34874
2,resistance_shift,0.020485,0.000485,0.911676,0,0,0,0,0.0,0.0,0.019416,0.253104
3,resistance_shift,0.021325,0.001809,0.972757,0,0,0,0,0.0,0.0,0.019639,0.395793
4,resistance_shift,0.020448,0.002257,0.736873,0,0,0,0,0.0,0.0,0.019147,0.334453
5,resistance_shift,0.02017,0.002427,0.496603,0,0,0,0,0.0,0.0,0.021838,0.279956
6,resistance_shift,0.02281,0.005237,1.378017,0,0,0,0,0.0,0.0,0.019105,0.33843
7,resistance_shift,0.020102,0.005339,1.298471,0,0,0,0,0.0,0.0,0.020969,0.274609
8,resistance_shift,0.019035,0.004374,1.360486,0,0,0,0,0.0,0.0,0.01933,0.287891
9,resistance_shift,0.018567,0.002941,1.14826,0,0,0,0,0.0,0.0,0.024125,0.267974
10,resistance_shift,0.020036,0.002977,1.494277,0,0,0,0,0.0,0.0,0.019841,0.313571
11,resistance_shift,0.018406,0.001384,1.149907,0,0,0,0,0.0,0.0,0.019626,0.329572
12,resistance_shift,0.021781,0.003165,1.906347,0,0,0,0,0.0,0.0,0.021159,0.309774
13,resistance_shift,0.020292,0.003456,0.876392,0,0,0,0,0.0,0.0,0.020677,0.291138
14,resistance_shift,0.020253,0.003709,1.461159,0,0,0,0,0.0,0.0,0.017987,0.334196
15,resistance_shift,0.021976,0.005685,0.958676,0,0,0,0,0.0,0.0,0.015756,0.281765
16,resistance_shift,0.021945,0.00763,0.991996,0,0,0,0,0.0,0.0,0.018001,0.284857
17,resistance_shift,0.021261,0.008891,1.191357,0,0,0,0,0.0,0.0,0.019522,0.288995
18,resistance_shift,0.019412,0.008304,0.677156,0,0,0,0,0.0,0.0,0.023231,0.29033
19,resistance_shift,0.021826,0.010129,1.532461,0,0,0,0,0.0,0.0,0.021997,0.287051
20,resistance_shift,0.020606,0.010735,0.991532,0,0,0,0,0.0,0.0,0.018193,0.309731
21,resistance_shift,0.018231,0.008966,1.415688,0,0,0,0,0.0,0.0,0.019071,0.306035
22,resistance_shift,0.020425,0.009391,0.909383,0,0,0,0,0.0,0.0,0.021173,0.285753
23,resistance_shift,0.021307,0.010698,0.528907,0,0,0,0,0.0,0.0,0.020253,0.358168
24,resistance_shift,0.0185,0.009198,0.762789,0,0,0,0,0.0,0.0,0.021028,0.305387
25,resistance_shift,0.020526,0.009724,1.171215,0,0,0,0,0.0,0.0,0.021269,0.333291
26,resistance_shift,0.020615,0.010338,0.91556,0,0,0,0,0.0,0.0,0.021345,0.356996
27,resistance_shift,0.019801,0.010139,0.658915,0,0,0,0,0.0,0.0,0.022214,0.296389
28,resistance_shift,0.016741,0.00688,1.296598,0,0,0,0,0.0,0.0,0.018929,0.297284
29,resistance_shift,0.020498,0.007378,1.066675,0,0,0,0,0.0,0.0,0.021419,0.286935
30,resistance_shift,0.02077,0.008148,0.909159,0,0,0,0,0.0,0.0,0.021478,0.318461
31,resistance_shift,0.018597,0.006745,1.380094,0,0,0,0,0.0,0.0,0.018928,0.324242
32,resistance_shift,0.020551,0.007296,1.643364,0,0,0,0,0.0,0.0,0.019553,0.28952
33,resistance_shift,0.019971,0.007267,0.893887,0,0,0,0,0.0,0.0,0.0216,0.251511
34,resistance_shift,0.018419,0.005686,0.626269,0,0,0,0,0.0,0.0,0.021901,0.351318
35,resistance_shift,0.019843,0.00553,0.940912,0,0,0,0,0.0,0.0,0.02014,0.334856
36,resistance_shift,0.018609,0.004139,1.083429,0,0,0,0,0.0,0.0,0.02195,0.315033
37,resistance_shift,0.020284,0.004423,1.350366,0,0,0,0,0.0,0.0,0.014594,0.320336
38,resistance_shift,0.019019,0.003442,0.359278,0,0,0,0,0.0,0.0,0.021022,0.34121
39,resistance_shift,0.019794,0.003236,1.333506,0,0,0,0,0.0,0.0,0.023225,0.339447
40,resistance_shift,0.02246,0.005696,1.259745,0,0,0,0,0.0,0.0,0.020151,0.251941
41,resistance_shift,0.019631,0.005326,0.704864,0,0,0,0,0.0,0.0,0.024342,0.294723
42,resistance_shift,0.020185,0.005511,1.19302,0,0,0,0,0.0,0.0,0.020087,0.350852
43,resistance_shift,0.019066,0.004577,1.068113,0,0,0,0,0.0,0.0,0.018515,0.260399
44,resistance_shift,0.019082,0.00366,0.987037,0,0,0,0,0.0,0.0,0.019141,0.279227
45,resistance_shift,0.017891,0.00155,0.970913,0,0,0,0,0.0,0.0,0.016991,0.322802
46,resistance_shift,0.024305,0.005856,1.544402,0,0,0,0,0.0,0.0,0.022491,0.298344
47,resistance_shift,0.024842,0.010698,2.578249,0,0,0,0,0.0,0.0,0.019468,0.325269
48,resistance_shift,0.024305,0.015003,2.398605,0,0,0,0,0.0,0.0,0.023754,0.300168
49,resistance_shift,0.024249,0.019252,1.939573,0,0,0,0,0.0,0.0,0.025588,0.324276
50,resistance_shift,0.027761,0.027013,2.251496,0,0,0,0,0.0,0.0,0.022129,0.279134
51,resistance_shift,0.022386,0.029399,1.772825,0,0,0,0,0.0,0.0,0.024189,0.340716
52,resistance_shift,0.022901,0.0323,2.695082,0,0,0,0,0.0,0.0,0.022798,0.330767
53,resistance_shift,0.027873,0.040173,2.750257,0,0,0,0,0.0,0.0,0.023336,0.300537
54,resistance_shift,0.022409,0.042582,2.239205,0,0,0,0,0.0,0.0,0.02356,0.298566
55,resistance_shift,0.025621,0.048203,2.572353,0,0,0,0,0.0,0.0,0.023641,0.309591
56,resistance_shift,0.026253,0.054456,2.754679,0,0,0,0,0.0,0.0,0.022019,0.372328
57,resistance_shift,0.026034,0.06049,2.661143,0,0,0,0,0.0,0.0,0.025726,0.337906
58,resistance_shift,0.027793,0.068283,2.809584,0,0,0,0,0.0,0.0,0.023193,0.342663
59,resistance_shift,0.02483,0.073113,2.801632,0,0,0,0,0.0,0.0,0.024461,0.326484
60,resistance_shift,0.026534,0.079647,2.159535,0,0,0,0,0.0,0.0,0.023539,0.336422
61,resistance_shift,0.027149,0.086796,2.513041,0,1,0,0,0.333333,0.666667,0.027277,0.30856
62,resistance_shift,0.028545,0.095341,3.076791,1,1,1,1,1.0,0.0,0.023562,0.388714
63,resistance_shift,0.025482,0.100824,3.303522,0,1,1,1,0.666667,0.333333,0.026965,0.316245
64,resistance_shift,0.029543,0.110367,2.948847,1,1,0,1,0.666667,0.333333,0.02565,0.345082
65,resistance_shift,0.027435,0.117802,3.374692,0,1,1,1,0.666667,0.333333,0.026769,0.285726
66,resistance_shift,0.029775,0.127576,2.563582,1,1,0,1,0.666667,0.333333,0.027356,0.372892
67,resistance_shift,0.026364,0.13394,3.056215,0,1,1,1,0.666667,0.333333,0.023189,0.333552
68,resistance_shift,0.02772,0.14166,3.527427,0,1,1,1,0.666667,0.333333,0.02813,0.38278
69,resistance_shift,0.02752,0.14918,3.235863,0,1,1,1,0.666667,0.333333,0.022251,0.317642
70,resistance_shift,0.029993,0.159173,3.92909,1,1,1,1,1.0,0.0,0.023259,0.324953
71,resistance_shift,0.028688,0.167861,3.516238,1,1,1,1,1.0,0.0,0.024217,0.356358
72,resistance_shift,0.028198,0.176059,3.467669,1,1,1,1,1.0,0.0,0.027038,0.344738
73,resistance_shift,0.028436,0.184495,3.488909,1,1,1,1,1.0,0.0,0.025878,0.334354
74,resistance_shift,0.028885,0.19338,4.141345,1,1,1,1,1.0,0.0,0.027285,0.337499
75,resistance_shift,0.0305,0.20388,3.519527,1,1,1,1,1.0,0.0,0.028619,0.358362
76,resistance_shift,0.029475,0.213355,3.84761,1,1,1,1,1.0,0.0,0.02324,0.314379
77,resistance_shift,0.028027,0.221382,3.795485,1,1,1,1,1.0,0.0,0.029956,0.41603
78,resistance_shift,0.030957,0.23234,3.975296,1,1,1,1,1.0,0.0,0.022998,0.33372
79,resistance_shift,0.029,0.24134,3.637249,1,1,1,1,1.0,0.0,0.026373,0.336746
80,resistance_shift,0.027395,0.248734,4.170859,0,1,1,1,0.666667,0.333333,0.024673,0.358996
81,resistance_shift,0.033657,0.262391,3.641852,1,1,1,1,1.0,0.0,0.021867,0.344147
82,resistance_shift,0.032379,0.27477,4.703603,1,1,1,1,1.0,0.0,0.024577,0.368537
83,resistance_shift,0.030211,0.284981,4.035645,1,1,1,1,1.0,0.0,0.032434,0.309456
84,resistance_shift,0.031472,0.296452,4.290965,1,1,1,1,1.0,0.0,0.029426,0.358394
85,resistance_shift,0.031735,0.308187,4.044741,1,1,1,1,1.0,0.0,0.027902,0.346068
86,resistance_shift,0.032387,0.320574,4.107,1,1,1,1,1.0,0.0,0.028227,0.356395
87,resistance_shift,0.033325,0.333899,4.272921,1,1,1,1,1.0,0.0,0.024036,0.396039
88,resistance_shift,0.03046,0.344359,4.116636,1,1,1,1,1.0,0.0,0.0265,0.400324
89,resistance_shift,0.028796,0.353155,5.498212,1,1,1,1,1.0,0.0,0.029912,0.366697
90,resistance_shift,0.032099,0.365255,4.554489,1,1,1,1,1.0,0.0,0.028951,0.380266
91,resistance_shift,0.033197,0.378452,4.540444,1,1,1,1,1.0,0.0,0.027624,0.35728
92,resistance_shift,0.032253,0.390705,4.960456,1,1,1,1,1.0,0.0,0.029314,0.274516
93,resistance_shift,0.033711,0.404416,4.686339,1,1,1,1,1.0,0.0,0.028199,0.351981
94,resistance_shift,0.034595,0.419011,5.004362,1,1,1,1,1.0,0.0,0.0268,0.376757
95,resistance_shift,0.031633,0.430645,4.244406,1,1,1,1,1.0,0.0,0.027201,0.391326
96,resistance_shift,0.034702,0.445347,4.961398,1,1,1,1,1.0,0.0,0.030014,0.381849
97,resistance_shift,0.032492,0.45784,4.987537,1,1,1,1,1.0,0.0,0.030274,0.389901
98,resistance_shift,0.03542,0.473259,5.138815,1,1,1,1,1.0,0.0,0.029485,0.400286
99,resistance_shift,0.033778,0.487038,4.636798,1,1,1,1,1.0,0.0,0.028565,0.346744
0,localized_load_attack,0.018987,0.0,0.949418,0,0,0,0,0.0,0.0,0.018415,0.290761
1,localized_load_attack,0.01716,0.0,1.074653,0,0,0,0,0.0,0.0,0.020002,0.275487
2,localized_load_attack,0.020989,0.000989,1.32815,0,0,0,0,0.0,0.0,0.016785,0.277118
3,localized_load_attack,0.018846,0.0,0.671034,0,0,0,0,0.0,0.0,0.021659,0.294185
4,localized_load_attack,0.019603,0.0,0.298648,0,0,0,0,0.0,0.0,0.021271,0.262822
5,localized_load_attack,0.02009,9e-05,1.097082,0,0,0,0,0.0,0.0,0.022721,0.260735
6,localized_load_attack,0.015471,0.0,1.064347,0,0,0,0,0.0,0.0,0.023601,0.337168
7,localized_load_attack,0.020314,0.000314,0.827927,0,0,0,0,0.0,0.0,0.021614,0.270794
8,localized_load_attack,0.020715,0.001029,1.176915,0,0,0,0,0.0,0.0,0.02212,0.38279
9,localized_load_attack,0.020589,0.001618,0.821863,0,0,0,0,0.0,0.0,0.019949,0.246928
10,localized_load_attack,0.018958,0.000576,0.856751,0,0,0,0,0.0,0.0,0.018952,0.304571
11,localized_load_attack,0.018766,0.0,1.392361,0,0,0,0,0.0,0.0,0.02,0.299721
12,localized_load_attack,0.019508,0.0,1.054317,0,0,0,0,0.0,0.0,0.02165,0.273986
13,localized_load_attack,0.019013,0.0,0.893696,0,0,0,0,0.0,0.0,0.017308,0.275422
14,localized_load_attack,0.019286,0.0,1.306036,0,0,0,0,0.0,0.0,0.020525,0.305808
15,localized_load_attack,0.021276,0.001276,0.95192,0,0,0,0,0.0,0.0,0.020781,0.296903
16,localized_load_attack,0.020398,0.001674,0.796034,0,0,0,0,0.0,0.0,0.015122,0.295972
17,localized_load_attack,0.022134,0.003809,1.324175,0,0,0,0,0.0,0.0,0.021931,0.337084
18,localized_load_attack,0.020133,0.003941,1.06906,0,0,0,0,0.0,0.0,0.018765,0.290518
19,localized_load_attack,0.020924,0.004865,1.42136,0,0,0,0,0.0,0.0,0.019721,0.286494
20,localized_load_attack,0.020001,0.004866,1.210422,0,0,0,0,0.0,0.0,0.017112,0.231115
21,localized_load_attack,0.019174,0.00404,0.572751,0,0,0,0,0.0,0.0,0.018984,0.295567
22,localized_load_attack,0.01932,0.00336,1.508364,0,0,0,0,0.0,0.0,0.020653,0.309014
23,localized_load_attack,0.020933,0.004294,0.601408,0,0,0,0,0.0,0.0,0.022078,0.297727
24,localized_load_attack,0.021006,0.005299,0.62485,0,0,0,0,0.0,0.0,0.016892,0.324537
25,localized_load_attack,0.020565,0.005864,0.684282,0,0,0,0,0.0,0.0,0.018261,0.333763
26,localized_load_attack,0.018216,0.00408,1.574936,0,0,0,0,0.0,0.0,0.018199,0.319152
27,localized_load_attack,0.019507,0.003587,1.211116,0,0,0,0,0.0,0.0,0.018912,0.295116
28,localized_load_attack,0.020061,0.003648,0.649234,0,0,0,0,0.0,0.0,0.021482,0.284604
29,localized_load_attack,0.019657,0.003305,0.651978,0,0,0,0,0.0,0.0,0.014875,0.294269
30,localized_load_attack,0.023619,0.006924,1.274612,0,0,0,0,0.0,0.0,0.019961,0.292113
31,localized_load_attack,0.020034,0.006958,1.191492,0,0,0,0,0.0,0.0,0.017638,0.33343
32,localized_load_attack,0.021073,0.008031,1.251365,0,0,0,0,0.0,0.0,0.020877,0.300588
33,localized_load_attack,0.021009,0.00904,1.207135,0,0,0,0,0.0,0.0,0.019292,0.282792
34,localized_load_attack,0.020153,0.009193,1.542157,0,0,0,0,0.0,0.0,0.017522,0.255974
35,localized_load_attack,0.020247,0.00944,1.017811,0,0,0,0,0.0,0.0,0.020347,0.307319
36,localized_load_attack,0.019665,0.009105,1.521452,0,0,0,0,0.0,0.0,0.016798,0.275145
37,localized_load_attack,0.019845,0.008951,0.424884,0,0,0,0,0.0,0.0,0.019648,0.349844
38,localized_load_attack,0.020031,0.008982,1.080745,0,0,0,0,0.0,0.0,0.01748,0.281509
39,localized_load_attack,0.019437,0.008419,0.8888,0,0,0,0,0.0,0.0,0.022563,0.316731
40,localized_load_attack,0.018333,0.006752,1.086277,0,0,0,0,0.0,0.0,0.020996,0.334204
41,localized_load_attack,0.022371,0.009123,0.644717,0,0,0,0,0.0,0.0,0.018378,0.262273
42,localized_load_attack,0.019649,0.008772,1.163225,0,0,0,0,0.0,0.0,0.021975,0.297721
43,localized_load_attack,0.01952,0.008292,1.053115,0,0,0,0,0.0,0.0,0.01833,0.362686
44,localized_load_attack,0.017589,0.00588,1.064659,0,0,0,0,0.0,0.0,0.024047,0.300204
45,localized_load_attack,0.019715,0.005595,0.874894,0,0,0,0,0.0,0.0,0.019639,0.341185
46,localized_load_attack,0.020864,0.006459,2.591247,0,0,0,0,0.0,0.0,0.020261,0.31291
47,localized_load_attack,0.02372,0.010179,2.315085,0,0,0,0,0.0,0.0,0.020022,0.335683
48,localized_load_attack,0.027582,0.017761,1.686525,0,0,0,0,0.0,0.0,0.023707,0.302868
49,localized_load_attack,0.025366,0.023127,2.224884,0,0,0,0,0.0,0.0,0.022153,0.338273
50,localized_load_attack,0.027616,0.030743,2.205911,0,0,0,0,0.0,0.0,0.024985,0.285747
51,localized_load_attack,0.023656,0.034399,2.492615,0,0,0,0,0.0,0.0,0.026623,0.336123
52,localized_load_attack,0.024803,0.039202,2.38157,0,0,0,0,0.0,0.0,0.021263,0.344499
53,localized_load_attack,0.026778,0.04598,2.278132,0,0,0,0,0.0,0.0,0.022933,0.335249
54,localized_load_attack,0.024981,0.050962,2.467763,0,0,0,0,0.0,0.0,0.028181,0.320771
55,localized_load_attack,0.025281,0.056242,2.318815,0,0,0,0,0.0,0.0,0.025579,0.323654
56,localized_load_attack,0.025026,0.061268,3.062456,0,0,1,0,0.333333,0.666667,0.027039,0.311987
57,localized_load_attack,0.023382,0.06465,3.007175,0,0,1,0,0.333333,0.666667,0.02294,0.354628
58,localized_load_attack,0.023408,0.068059,3.0215,0,0,1,0,0.333333,0.666667,0.021996,0.353741
59,localized_load_attack,0.026567,0.074626,2.429758,0,0,0,0,0.0,0.0,0.023713,0.353317
