time,attack,num_agents_triggered,consensus,consensus_confidence,disagreement_score
70,fdia_attack,3,1,1.0,0.0
71,fdia_attack,3,1,1.0,0.0
72,fdia_attack,3,1,1.0,0.0
73,fdia_attack,3,1,1.0,0.0
74,fdia_attack,3,1,1.0,0.0
75,fdia_attack,3,1,1.0,0.0
76,fdia_attack,3,1,1.0,0.0
77,fdia_attack,3,1,1.0,0.0
78,fdia_attack,3,1,1.0,0.0
79,fdia_attack,3,1,1.0,0.0
80,fdia_attack,3,1,1.0,0.0
81,fdia_attack,3,1,1.0,0.0
82,fdia_attack,3,1,1.0,0.0
83,fdia_attack,3,1,1.0,0.0
84,fdia_attack,3,1,1.0,0.0
85,fdia_attack,3,1,1.0,0.0
86,fdia_attack,2,1,0.666667,0.333333
87,fdia_attack,3,1,1.0,0.0
88,fdia_attack,3,1,1.0,0.0
89,fdia_attack,3,1,1.0,0.0
90,fdia_attack,3,1,1.0,0.0
91,fdia_attack,3,1,1.0,0.0
92,fdia_attack,3,1,1.0,0.0
93,fdia_attack,3,1,1.0,0.0
94,fdia_attack,3,1,1.0,0.0
95,fdia_attack,3,1,1.0,0.0
96,fdia_attack,3,1,1.0,0.0
97,fdia_attack,3,1,1.0,0.0
98,fdia_attack,3,1,1.0,0.0
99,fdia_attack,3,1,1.0,0.0
