case,attack,threat_score
case118,branch2_out,32.03475013476953
case118,branch2_out,4.0552190943101625
case118,branch2_out,32.43043453767604
case118,branch2_out,17.255479364850473
case118,branch2_out,27.402253010105547
case118,branch2_out,4.4380729948250135
case118,branch2_out,20.65445741710342
case118,branch2_out,16.71605632444889
case118,branch2_out,16.196755792853207
case118,branch2_out,1.665374403014786
case118,branch2_out,30.105720084490123
case118,branch2_out,6.041338141124344
case118,branch2_out,28.52689103352433
case118,branch2_out,1.117543257305153
case118,branch2_out,0.572030198363625
case118,branch2_out,9.720321528377932
case118,branch2_out,15.810830594725775
case118,branch2_out,8.103794182238827
case118,branch2_out,18.28250423663208
case118,branch2_out,14.16911352149633
case118,branch2_out,2.682349317043018
case118,branch2_out,19.04133636530035
case118,branch2_out,3.0036362657150084
case118,branch2_out,27.878252782802317
case118,branch2_out,6.787932720295875
case118,branch2_out,6.387048624512303
case118,branch2_out,2.7505204497160323
case118,branch2_out,3.63157220651627
case118,branch2_out,24.822311517356457
case118,branch2_out,2.592053188760815
case118,branch2_out,6.161193542511293
case118,branch2_out,17.42796394103988
case118,branch2_out,24.204931164854514
case118,branch2_out,7.755582340472582
case118,branch2_out,22.71145555486329
case118,branch2_out,9.586171414887849
case118,branch2_out,21.94261776134889
case118,branch2_out,32.111068770935724
case118,branch2_out,3.096243380660361
case118,branch2_out,7.2355942280819345
case118,branch2_out,6.411185851603977
case118,branch2_out,34.55235112056872
case118,branch2_out,1.790014524325708
case118,branch2_out,27.6311790502148
case118,branch2_out,3.506522914461588
case118,branch2_out,0.9243150761331576
case118,branch2_out,8.12097644936406
case118,branch2_out,21.05332435522664
case118,branch2_out,4.305590000164618
case118,branch2_out,34.63048558423292
case118,branch2_out,20.60310827758025
case118,branch2_out,2.145471828796361
case118,branch2_out,7.491810342931577
case118,branch2_out,17.45695565746418
case118,branch2_out,5.959527833345583
case118,branch2_out,6.568373642147654
case118,branch2_out,23.08211747691229
case118,branch3_out,7.893824281215507
case118,branch3_out,17.882948395817817
case118,branch3_out,4.754173693174794
case118,branch3_out,27.090162288009235
case118,branch3_out,3.216599206940911
case118,branch3_out,0.9498314406317576
case118,branch3_out,13.759722401739426
case118,branch3_out,7.686726215863734
case118,branch3_out,2.286061685299373
case118,branch3_out,5.302400356673779
case118,branch3_out,2.3732830418116984
case118,branch3_out,5.733747652036514
case118,branch3_out,19.084189054229068
case118,branch3_out,28.65068708033713
case118,branch3_out,21.827350993977724
case118,branch3_out,2.3387949489189963
case118,branch3_out,27.530724179052942
case118,branch3_out,28.16459904251328
case118,branch3_out,11.392385135383636
case118,branch3_out,1.3394736015875903
case118,branch3_out,4.533002334561656
case118,branch3_out,11.360972326050284
case118,branch3_out,4.395925878540113
case118,branch3_out,5.340468194147059
case118,branch3_out,21.41774579711018
case118,branch3_out,7.408313227571919
case118,branch3_out,3.3175019076216268
case118,branch3_out,10.259070849581912
case118,branch3_out,4.115564129456771
case118,branch3_out,5.222477287589383
case118,branch3_out,1.6443303957693916
case118,branch3_out,2.2242512111141632
case118,branch3_out,8.411572559500037
case118,branch3_out,5.342530199367903
case118,branch3_out,6.825295541206482
case118,branch3_out,1.827022062734916
case118,branch3_out,2.297776925706294
case118,branch3_out,4.1520616753371336
case118,branch3_out,6.73113029856613
case118,branch3_out,25.65651348138753
case118,branch3_out,26.755380564540427
case118,branch3_out,6.067488086607109
case118,branch3_out,4.99165397191006
case118,branch3_out,20.153444230868985
case118,branch3_out,7.944069025332199
case118,branch3_out,27.87887816729824
case118,branch3_out,2.814141780247181
case118,branch3_out,5.458041340888825
case118,branch3_out,2.14056821085885
case118,branch3_out,10.10377710235764
case118,branch3_out,6.357944153348916
case118,branch3_out,15.580403714394627
case118,branch3_out,0.9548785576344032
case118,branch3_out,8.407484541031009
case118,branch3_out,18.96020553446096
case118,branch3_out,22.46129186858182
case118,branch3_out,25.968455302414657
case118,branch3_out,2.214275512309365
case118,branch3_out,23.16256875205159
case118,branch3_out,7.7875440598724115
